"ns2:Token","id","Position","PositionSortOrder","URL","Chapter","ChapterId"
"b6604541-7002-4040-965c-62e7c1d05d39","fbb3e01b-7c0f-4379-82b1-45af8cbf7b7d","Governance Chair","6","https://management.nursingsociety.org/Chapter/005","Zeta Chapter","3705a0c2-6d6e-4a06-8f6f-8de6a3e51ba8"
"b6604541-7002-4040-965c-62e7c1d05d39","8af55411-4c98-4f90-9ef2-1eeb648d3b10","Governance Committee Member","7","https://management.nursingsociety.org/Chapter/005","Zeta Chapter","3705a0c2-6d6e-4a06-8f6f-8de6a3e51ba8"
"b6604541-7002-4040-965c-62e7c1d05d39","b2777501-1e51-4f9d-a84d-13cb842db8fe","Leadership Succession Chair","7","https://management.nursingsociety.org/Chapter/005","Zeta Chapter","3705a0c2-6d6e-4a06-8f6f-8de6a3e51ba8"
"b6604541-7002-4040-965c-62e7c1d05d39","8fadd7ef-d225-4366-85a4-bac031860859","Treasurer","7","https://management.nursingsociety.org/Chapter/005","Zeta Chapter","3705a0c2-6d6e-4a06-8f6f-8de6a3e51ba8"
"b6604541-7002-4040-965c-62e7c1d05d39","eb239c1b-797a-4d77-a73b-00e5f042c996","President","1","https://management.nursingsociety.org/Chapter/006","Eta Chapter","13051ec6-2ac7-43c6-bc47-35c2c859da69"
"b6604541-7002-4040-965c-62e7c1d05d39","9a73d77d-7ee7-445f-b9db-a5b7321878db","Vice President","2","https://management.nursingsociety.org/Chapter/006","Eta Chapter","13051ec6-2ac7-43c6-bc47-35c2c859da69"
"b6604541-7002-4040-965c-62e7c1d05d39","aeac223b-9584-4444-a8f5-586360349fa1","Counselor","3","https://management.nursingsociety.org/Chapter/006","Eta Chapter","13051ec6-2ac7-43c6-bc47-35c2c859da69"
"b6604541-7002-4040-965c-62e7c1d05d39","6868221c-3182-4731-aeb3-d14270e19a3e","Leadership Succession Chair","7","https://management.nursingsociety.org/Chapter/006","Eta Chapter","13051ec6-2ac7-43c6-bc47-35c2c859da69"
"b6604541-7002-4040-965c-62e7c1d05d39","d77a70f4-03ce-4285-a032-96dab198b69a","Treasurer","7","https://management.nursingsociety.org/Chapter/006","Eta Chapter","13051ec6-2ac7-43c6-bc47-35c2c859da69"
"b6604541-7002-4040-965c-62e7c1d05d39","5cc8fbcd-b3ed-408e-8533-c212037e4a6e","Counselor","3","https://management.nursingsociety.org/Chapter/010","Lambda Chapter","60f4914c-c837-442b-be8f-b65025c615a2"
"b6604541-7002-4040-965c-62e7c1d05d39","61064f16-adfa-452f-bd97-db02430406dc","Governance Chair","6","https://management.nursingsociety.org/Chapter/010","Lambda Chapter","60f4914c-c837-442b-be8f-b65025c615a2"
"b6604541-7002-4040-965c-62e7c1d05d39","ea4228f3-a8e8-4abe-ac94-b2e7ba36fbc6","Governance Committee Member","7","https://management.nursingsociety.org/Chapter/010","Lambda Chapter","60f4914c-c837-442b-be8f-b65025c615a2"
"b6604541-7002-4040-965c-62e7c1d05d39","2ce45d77-715b-473b-8286-ce4e3e7307b8","Leadership Succession Committee Member","7","https://management.nursingsociety.org/Chapter/010","Lambda Chapter","60f4914c-c837-442b-be8f-b65025c615a2"
"b6604541-7002-4040-965c-62e7c1d05d39","bdc39a92-5856-4697-be8a-60445f6783b8","Secretary","7","https://management.nursingsociety.org/Chapter/010","Lambda Chapter","60f4914c-c837-442b-be8f-b65025c615a2"
"b6604541-7002-4040-965c-62e7c1d05d39","925f496c-6677-41e3-9081-4396c005207d","Vice President","2","https://management.nursingsociety.org/Chapter/012","Nu Chapter","585ac25a-e1fc-42a9-a6ed-75b0c0d5254d"
"b6604541-7002-4040-965c-62e7c1d05d39","772c0547-3d65-472e-9cd5-a7533852ae8d","Counselor","3","https://management.nursingsociety.org/Chapter/012","Nu Chapter","585ac25a-e1fc-42a9-a6ed-75b0c0d5254d"
"b6604541-7002-4040-965c-62e7c1d05d39","7c2f0f6b-254b-4c0b-9908-074423c99a32","Governance Chair","6","https://management.nursingsociety.org/Chapter/012","Nu Chapter","585ac25a-e1fc-42a9-a6ed-75b0c0d5254d"
"b6604541-7002-4040-965c-62e7c1d05d39","30fc9a5f-6185-47e4-aab4-3d238df0592f","Governance Committee Member","7","https://management.nursingsociety.org/Chapter/012","Nu Chapter","585ac25a-e1fc-42a9-a6ed-75b0c0d5254d"
"b6604541-7002-4040-965c-62e7c1d05d39","7931124a-1149-461f-9afe-13ee231f2876","Leadership Succession Committee Member","7","https://management.nursingsociety.org/Chapter/012","Nu Chapter","585ac25a-e1fc-42a9-a6ed-75b0c0d5254d"
"b6604541-7002-4040-965c-62e7c1d05d39","d0a2ee9d-6523-471f-88ed-ee231eb16f08","Secretary","7","https://management.nursingsociety.org/Chapter/012","Nu Chapter","585ac25a-e1fc-42a9-a6ed-75b0c0d5254d"
"b6604541-7002-4040-965c-62e7c1d05d39","180479f5-107c-4829-a0ff-d5b0269c0f29","Secretary","7","https://management.nursingsociety.org/Chapter/013","Xi Chapter","d8154425-df18-46be-81b4-75abc6777d47"
"b6604541-7002-4040-965c-62e7c1d05d39","1ad50c62-efea-4df9-b102-2bffeccec49a","President","1","https://management.nursingsociety.org/Chapter/015","Pi Chapter","6bede39e-da62-4daf-8b8b-cb70ff3b2979"
"b6604541-7002-4040-965c-62e7c1d05d39","519bc530-63d6-471b-881a-7d771afce5ab","Governance Chair","6","https://management.nursingsociety.org/Chapter/015","Pi Chapter","6bede39e-da62-4daf-8b8b-cb70ff3b2979"
"b6604541-7002-4040-965c-62e7c1d05d39","97f04a4e-b32c-478a-8c49-f83704b817c0","Leadership Succession Chair","7","https://management.nursingsociety.org/Chapter/015","Pi Chapter","6bede39e-da62-4daf-8b8b-cb70ff3b2979"
"b6604541-7002-4040-965c-62e7c1d05d39","e1c1924b-8257-481f-814f-231f78b4f854","Secretary","7","https://management.nursingsociety.org/Chapter/015","Pi Chapter","6bede39e-da62-4daf-8b8b-cb70ff3b2979"
"b6604541-7002-4040-965c-62e7c1d05d39","a72a6290-ce01-417f-a3e7-b6bce2306734","Vice President","2","https://management.nursingsociety.org/Chapter/017","Tau Chapter","1a357185-3e24-4700-97ae-fe5e62138614"
"b6604541-7002-4040-965c-62e7c1d05d39","60ebb355-10ce-452c-bb97-1accd0230c32","Convention Delegate 2","5","https://management.nursingsociety.org/Chapter/017","Tau Chapter","1a357185-3e24-4700-97ae-fe5e62138614"
"b6604541-7002-4040-965c-62e7c1d05d39","25bc4165-559a-4705-8ab0-5dd48fb9632a","Governance Chair","6","https://management.nursingsociety.org/Chapter/017","Tau Chapter","1a357185-3e24-4700-97ae-fe5e62138614"
"b6604541-7002-4040-965c-62e7c1d05d39","13c93c4a-33ac-44b6-9e8f-dfbedf56543f","Governance Committee Member","7","https://management.nursingsociety.org/Chapter/017","Tau Chapter","1a357185-3e24-4700-97ae-fe5e62138614"
"b6604541-7002-4040-965c-62e7c1d05d39","c25da62d-07c3-4550-ae4e-50da806ce9e2","Leadership Succession Committee Member","7","https://management.nursingsociety.org/Chapter/017","Tau Chapter","1a357185-3e24-4700-97ae-fe5e62138614"
"b6604541-7002-4040-965c-62e7c1d05d39","b8770c7c-5d3d-49da-a1d8-ccc720d98246","Secretary","7","https://management.nursingsociety.org/Chapter/017","Tau Chapter","1a357185-3e24-4700-97ae-fe5e62138614"
"b6604541-7002-4040-965c-62e7c1d05d39","1876000c-3136-4fea-b2c7-412fa746f726","Vice President","2","https://management.nursingsociety.org/Chapter/020","Chi-at-Large Chapter","bdfad410-f7b2-42c4-9e96-ff80efcfb561"
"b6604541-7002-4040-965c-62e7c1d05d39","d1c3e73c-e5fc-4b1e-a115-8dc12d73f847","Secretary","7","https://management.nursingsociety.org/Chapter/020","Chi-at-Large Chapter","bdfad410-f7b2-42c4-9e96-ff80efcfb561"
"b6604541-7002-4040-965c-62e7c1d05d39","25a525c7-206a-48f2-8ef1-a3aaf1fa830a","Leadership Succession Committee Member","7","https://management.nursingsociety.org/Chapter/022","Omega Chapter","007d4d0e-fa35-441a-adb6-e8952ce2301a"
"b6604541-7002-4040-965c-62e7c1d05d39","d168f4d9-ed37-4700-a1d2-4804300f9e39","Governance Chair","6","https://management.nursingsociety.org/Chapter/025","Alpha Gamma Chapter","8e8f9576-9584-4663-b7a4-20410201499f"
"b6604541-7002-4040-965c-62e7c1d05d39","01788359-d708-47a2-a128-88af35cb5529","Governance Committee Member","7","https://management.nursingsociety.org/Chapter/025","Alpha Gamma Chapter","8e8f9576-9584-4663-b7a4-20410201499f"
"b6604541-7002-4040-965c-62e7c1d05d39","c504e839-e6eb-48c2-acca-3748b9d52f67","Leadership Succession Chair","7","https://management.nursingsociety.org/Chapter/025","Alpha Gamma Chapter","8e8f9576-9584-4663-b7a4-20410201499f"
"b6604541-7002-4040-965c-62e7c1d05d39","f30c060e-5ff6-4a2b-b973-5b4705e4f65a","Secretary","7","https://management.nursingsociety.org/Chapter/025","Alpha Gamma Chapter","8e8f9576-9584-4663-b7a4-20410201499f"
"b6604541-7002-4040-965c-62e7c1d05d39","51e7b82c-065e-4e49-81d7-0f268b59870a","Leadership Succession Committee Member","7","https://management.nursingsociety.org/Chapter/029","Alpha Eta Chapter","1bb39450-663d-4c4b-8d2d-915cb3befd8f"
"b6604541-7002-4040-965c-62e7c1d05d39","b8d2fc87-9048-4ef0-9a0a-cdbb7d3b9bad","Treasurer","7","https://management.nursingsociety.org/Chapter/030","Alpha Theta Chapter","4d89b6ee-997b-423f-8805-9949606a70eb"
"b6604541-7002-4040-965c-62e7c1d05d39","d2a37638-2329-4e95-8b20-fe4cdcc60c52","President","1","https://management.nursingsociety.org/Chapter/033","Alpha Lambda Chapter","a18473d3-227a-4497-95e4-cb159d41e6e7"
"b6604541-7002-4040-965c-62e7c1d05d39","6aed4bd1-5f95-4d6a-99a3-b18e9a671f41","Vice President","2","https://management.nursingsociety.org/Chapter/033","Alpha Lambda Chapter","a18473d3-227a-4497-95e4-cb159d41e6e7"
"b6604541-7002-4040-965c-62e7c1d05d39","ad59bb3c-66db-4673-b9e9-edde353f332b","Convention Delegate 2","5","https://management.nursingsociety.org/Chapter/033","Alpha Lambda Chapter","a18473d3-227a-4497-95e4-cb159d41e6e7"
"b6604541-7002-4040-965c-62e7c1d05d39","43c04f3c-2e72-4cb3-8e8e-e05342ff0feb","Governance Chair","6","https://management.nursingsociety.org/Chapter/033","Alpha Lambda Chapter","a18473d3-227a-4497-95e4-cb159d41e6e7"
"b6604541-7002-4040-965c-62e7c1d05d39","3b79c947-949f-4d73-b23a-76a6941785e2","Treasurer","7","https://management.nursingsociety.org/Chapter/033","Alpha Lambda Chapter","a18473d3-227a-4497-95e4-cb159d41e6e7"
"b6604541-7002-4040-965c-62e7c1d05d39","e74741a3-a55f-4d73-913d-5ab64df7f500","Convention Delegate 1","4","https://management.nursingsociety.org/Chapter/036","Alpha Xi Chapter","fca3d5dc-81ef-4cf5-8642-e5139d0628b9"
"b6604541-7002-4040-965c-62e7c1d05d39","8934ee60-e250-4d81-bf32-bc763b12a350","Convention Delegate 2","5","https://management.nursingsociety.org/Chapter/036","Alpha Xi Chapter","fca3d5dc-81ef-4cf5-8642-e5139d0628b9"
"b6604541-7002-4040-965c-62e7c1d05d39","8fc59381-956f-4315-9337-905bd2084a56","Convention Delegate 1","4","https://management.nursingsociety.org/Chapter/038","Alpha Pi Chapter","ce222aa0-c414-4f67-8c3e-2f82425effcc"
"b6604541-7002-4040-965c-62e7c1d05d39","69e28aac-d15f-45b2-bc65-ac89da5713fa","Convention Delegate 2","5","https://management.nursingsociety.org/Chapter/038","Alpha Pi Chapter","ce222aa0-c414-4f67-8c3e-2f82425effcc"
"b6604541-7002-4040-965c-62e7c1d05d39","f31f7d8f-95a0-46f1-8f38-f7d9345ec416","Governance Committee Member","7","https://management.nursingsociety.org/Chapter/038","Alpha Pi Chapter","ce222aa0-c414-4f67-8c3e-2f82425effcc"
"b6604541-7002-4040-965c-62e7c1d05d39","bf5d63f0-9328-44a8-9822-8b362e9ff6a7","Leadership Succession Chair","7","https://management.nursingsociety.org/Chapter/038","Alpha Pi Chapter","ce222aa0-c414-4f67-8c3e-2f82425effcc"
"b6604541-7002-4040-965c-62e7c1d05d39","87e08ef9-d689-4ba8-8d5d-74bbd207385c","President","1","https://management.nursingsociety.org/Chapter/042","Alpha Upsilon Chapter (Alumni)","149d97a2-7b8f-4bb4-af18-fa4c5356a451"
"b6604541-7002-4040-965c-62e7c1d05d39","39f583bf-ffed-4a75-a016-0fdac9ef443d","Vice President","2","https://management.nursingsociety.org/Chapter/042","Alpha Upsilon Chapter (Alumni)","149d97a2-7b8f-4bb4-af18-fa4c5356a451"
"b6604541-7002-4040-965c-62e7c1d05d39","fc6aa83d-8959-4032-a32e-53766c59d71c","Counselor","3","https://management.nursingsociety.org/Chapter/042","Alpha Upsilon Chapter (Alumni)","149d97a2-7b8f-4bb4-af18-fa4c5356a451"
"b6604541-7002-4040-965c-62e7c1d05d39","85b7db7d-c616-45db-9737-a5be9dfe8057","Convention Delegate 2","5","https://management.nursingsociety.org/Chapter/042","Alpha Upsilon Chapter (Alumni)","149d97a2-7b8f-4bb4-af18-fa4c5356a451"
"b6604541-7002-4040-965c-62e7c1d05d39","65863570-8085-480c-9c40-f66523888a9f","Governance Chair","6","https://management.nursingsociety.org/Chapter/042","Alpha Upsilon Chapter (Alumni)","149d97a2-7b8f-4bb4-af18-fa4c5356a451"
"b6604541-7002-4040-965c-62e7c1d05d39","c9239aa1-0fda-4bdc-b674-0bf837a636ec","Governance Committee Member","7","https://management.nursingsociety.org/Chapter/042","Alpha Upsilon Chapter (Alumni)","149d97a2-7b8f-4bb4-af18-fa4c5356a451"
"b6604541-7002-4040-965c-62e7c1d05d39","76c4f897-cba0-4946-85a3-e0c089c4d1e9","Leadership Succession Committee Member","7","https://management.nursingsociety.org/Chapter/042","Alpha Upsilon Chapter (Alumni)","149d97a2-7b8f-4bb4-af18-fa4c5356a451"
"b6604541-7002-4040-965c-62e7c1d05d39","2d23fcc8-f11c-4687-b888-073794f2e89f","Governance Chair","6","https://management.nursingsociety.org/Chapter/043","Alpha Phi Chapter","54b46b4a-44f8-49f5-9b36-31c08d168bd9"
"b6604541-7002-4040-965c-62e7c1d05d39","8bcdbf2c-f70b-47c5-a00f-2fe290d3a261","Leadership Succession Committee Member","7","https://management.nursingsociety.org/Chapter/043","Alpha Phi Chapter","54b46b4a-44f8-49f5-9b36-31c08d168bd9"
"b6604541-7002-4040-965c-62e7c1d05d39","62045c72-4650-4068-8d20-519e14a2d15c","Vice President","2","https://management.nursingsociety.org/Chapter/044","Alpha Chi Chapter","9630720d-8be6-4eb6-a55c-1ad5b7460e09"
"b6604541-7002-4040-965c-62e7c1d05d39","d4653ced-9255-4a3c-8132-545e930e025d","Leadership Succession Chair","7","https://management.nursingsociety.org/Chapter/044","Alpha Chi Chapter","9630720d-8be6-4eb6-a55c-1ad5b7460e09"
"b6604541-7002-4040-965c-62e7c1d05d39","b6045154-e9f3-4d8b-8b58-629c6900b434","Leadership Succession Committee Member","7","https://management.nursingsociety.org/Chapter/044","Alpha Chi Chapter","9630720d-8be6-4eb6-a55c-1ad5b7460e09"
"b6604541-7002-4040-965c-62e7c1d05d39","f418d7a6-1793-4a2b-a0b3-138a4b4ce655","President","1","https://management.nursingsociety.org/Chapter/045","Alpha Psi Chapter","7ce3b6ba-3e09-4f47-863a-b029fc64c79a"
"b6604541-7002-4040-965c-62e7c1d05d39","9dfceb9f-2d79-4a02-b67b-2d3840aed9ed","Vice President","2","https://management.nursingsociety.org/Chapter/045","Alpha Psi Chapter","7ce3b6ba-3e09-4f47-863a-b029fc64c79a"
"b6604541-7002-4040-965c-62e7c1d05d39","10c171a2-19e8-49d7-b3de-0b89a582edfd","Counselor","3","https://management.nursingsociety.org/Chapter/045","Alpha Psi Chapter","7ce3b6ba-3e09-4f47-863a-b029fc64c79a"
"b6604541-7002-4040-965c-62e7c1d05d39","f4df5f64-f018-45ae-bcd0-3b64399fd7aa","Governance Chair","6","https://management.nursingsociety.org/Chapter/045","Alpha Psi Chapter","7ce3b6ba-3e09-4f47-863a-b029fc64c79a"
"b6604541-7002-4040-965c-62e7c1d05d39","b38a6328-c4be-4997-8baa-3a35791a5b0f","Governance Committee Member","7","https://management.nursingsociety.org/Chapter/045","Alpha Psi Chapter","7ce3b6ba-3e09-4f47-863a-b029fc64c79a"
"b6604541-7002-4040-965c-62e7c1d05d39","4cfbb236-abe5-430d-8098-ff5f0cf9892f","Secretary","7","https://management.nursingsociety.org/Chapter/045","Alpha Psi Chapter","7ce3b6ba-3e09-4f47-863a-b029fc64c79a"
"b6604541-7002-4040-965c-62e7c1d05d39","0d7aff02-1cb0-4589-927e-288e5de1a2d3","Vice President","2","https://management.nursingsociety.org/Chapter/047","Beta Alpha Chapter","0be86892-ac94-4753-92a8-7215f4eb32e1"
"b6604541-7002-4040-965c-62e7c1d05d39","e5715d3f-e873-4669-9581-384208525da8","Convention Delegate 2","5","https://management.nursingsociety.org/Chapter/048","Beta Beta Chapter (Dallas)","3c43f6d6-b8fd-4c2a-8531-ecba563009d4"
"b6604541-7002-4040-965c-62e7c1d05d39","9b75b906-a005-4461-9121-5aa35ef8b881","Vice President","2","https://management.nursingsociety.org/Chapter/049","Beta Gamma Chapter","ea118306-9f5d-4bc3-9901-ce1351b0feb9"
"b6604541-7002-4040-965c-62e7c1d05d39","b79a541e-a98a-4b24-bd1d-427c9d109b22","Leadership Succession Chair","7","https://management.nursingsociety.org/Chapter/049","Beta Gamma Chapter","ea118306-9f5d-4bc3-9901-ce1351b0feb9"
"b6604541-7002-4040-965c-62e7c1d05d39","1e5184c5-b21b-4789-ba93-6beff97e7e0a","Secretary","7","https://management.nursingsociety.org/Chapter/049","Beta Gamma Chapter","ea118306-9f5d-4bc3-9901-ce1351b0feb9"
"b6604541-7002-4040-965c-62e7c1d05d39","af61f576-78c9-47b6-bd6f-70f9190e5a46","President","1","https://management.nursingsociety.org/Chapter/051","Beta Epsilon Chapter","8a665031-d258-469a-8b0b-60d45d37f29f"
"b6604541-7002-4040-965c-62e7c1d05d39","8e00aca7-ea2d-41dc-9bbf-bf988aa4d83b","Secretary","7","https://management.nursingsociety.org/Chapter/051","Beta Epsilon Chapter","8a665031-d258-469a-8b0b-60d45d37f29f"
"b6604541-7002-4040-965c-62e7c1d05d39","dfb3c94a-c366-47d8-9a92-211892950ad0","Leadership Succession Committee Member","7","https://management.nursingsociety.org/Chapter/051","Beta Epsilon Chapter","8a665031-d258-469a-8b0b-60d45d37f29f"
"b6604541-7002-4040-965c-62e7c1d05d39","707395d7-465e-4276-97e5-aebcd0c55d0e","Governance Committee Member","7","https://management.nursingsociety.org/Chapter/052","Beta Zeta-at-Large Chapter","95496c15-9302-4de8-babd-3b0e865b027a"
"b6604541-7002-4040-965c-62e7c1d05d39","5c326fd6-ed76-424b-bf68-a1a52f962487","Leadership Succession Committee Member","7","https://management.nursingsociety.org/Chapter/052","Beta Zeta-at-Large Chapter","95496c15-9302-4de8-babd-3b0e865b027a"
"b6604541-7002-4040-965c-62e7c1d05d39","bd8529d7-e8c9-440a-88c2-a79bc260292e","Vice President","2","https://management.nursingsociety.org/Chapter/053","Beta Eta-at-Large Chapter","cc2a4d2a-d726-4ef4-a624-9f0a5ee399d0"
"b6604541-7002-4040-965c-62e7c1d05d39","07bc637c-52cf-49f6-8667-9df72d56c02a","Convention Delegate 1","4","https://management.nursingsociety.org/Chapter/053","Beta Eta-at-Large Chapter","cc2a4d2a-d726-4ef4-a624-9f0a5ee399d0"
"b6604541-7002-4040-965c-62e7c1d05d39","5c57184d-7e22-4acd-a705-2e42e89bfd4a","Governance Committee Member","7","https://management.nursingsociety.org/Chapter/053","Beta Eta-at-Large Chapter","cc2a4d2a-d726-4ef4-a624-9f0a5ee399d0"
"b6604541-7002-4040-965c-62e7c1d05d39","65ec3628-1ffc-4668-9830-4d8fa3af13d1","Leadership Succession Chair","7","https://management.nursingsociety.org/Chapter/053","Beta Eta-at-Large Chapter","cc2a4d2a-d726-4ef4-a624-9f0a5ee399d0"
"b6604541-7002-4040-965c-62e7c1d05d39","35b619d3-b7f6-41d5-a40c-58197c340b8d","Leadership Succession Committee Member","7","https://management.nursingsociety.org/Chapter/053","Beta Eta-at-Large Chapter","cc2a4d2a-d726-4ef4-a624-9f0a5ee399d0"
"b6604541-7002-4040-965c-62e7c1d05d39","e5eff08e-484e-4027-8ecc-87d28b232206","Leadership Succession Committee Member","7","https://management.nursingsociety.org/Chapter/054","Beta Theta-at-Large Chapter","3992a802-e95f-4e81-85d7-c312eaa46d40"
"b6604541-7002-4040-965c-62e7c1d05d39","5f1b2f15-e63f-40a6-b502-d633ed8929c0","President","1","https://management.nursingsociety.org/Chapter/055","Beta Iota Chapter","61a15930-5349-4a83-9c8d-e259a0f8a57b"
"b6604541-7002-4040-965c-62e7c1d05d39","a6dc7487-2484-45cc-a21a-00e8cfe4bc1a","Secretary","7","https://management.nursingsociety.org/Chapter/055","Beta Iota Chapter","61a15930-5349-4a83-9c8d-e259a0f8a57b"
"b6604541-7002-4040-965c-62e7c1d05d39","0bdf83f8-184c-4209-b59e-e807149d4592","Governance Committee Member","7","https://management.nursingsociety.org/Chapter/055","Beta Iota Chapter","61a15930-5349-4a83-9c8d-e259a0f8a57b"
"b6604541-7002-4040-965c-62e7c1d05d39","8d4398f9-6d34-4fe8-9496-bac15fe14e83","Leadership Succession Chair","7","https://management.nursingsociety.org/Chapter/055","Beta Iota Chapter","61a15930-5349-4a83-9c8d-e259a0f8a57b"
"b6604541-7002-4040-965c-62e7c1d05d39","2b02d36d-ff0a-4b6c-a12f-a4f48ca0f605","President","1","https://management.nursingsociety.org/Chapter/057","Beta Lambda-at-Large Chapter","3f8e9530-f1fd-433f-b656-2c1873da6bd8"
"b6604541-7002-4040-965c-62e7c1d05d39","d02d67b5-b3cb-4aa7-8802-3560b3c7929b","Vice President","2","https://management.nursingsociety.org/Chapter/057","Beta Lambda-at-Large Chapter","3f8e9530-f1fd-433f-b656-2c1873da6bd8"
"b6604541-7002-4040-965c-62e7c1d05d39","c40ff369-b274-497f-8551-856ec7cb74b8","Counselor","3","https://management.nursingsociety.org/Chapter/057","Beta Lambda-at-Large Chapter","3f8e9530-f1fd-433f-b656-2c1873da6bd8"
"b6604541-7002-4040-965c-62e7c1d05d39","48d64265-e094-4856-9238-88f6ab3a930b","Convention Delegate 1","4","https://management.nursingsociety.org/Chapter/057","Beta Lambda-at-Large Chapter","3f8e9530-f1fd-433f-b656-2c1873da6bd8"
"b6604541-7002-4040-965c-62e7c1d05d39","52e991f7-ab86-4e67-adb4-db5f32ddb431","Convention Delegate 2","5","https://management.nursingsociety.org/Chapter/057","Beta Lambda-at-Large Chapter","3f8e9530-f1fd-433f-b656-2c1873da6bd8"
"b6604541-7002-4040-965c-62e7c1d05d39","4a5e5287-cfa8-4d04-911a-86d09cd064c0","Governance Chair","6","https://management.nursingsociety.org/Chapter/057","Beta Lambda-at-Large Chapter","3f8e9530-f1fd-433f-b656-2c1873da6bd8"
"b6604541-7002-4040-965c-62e7c1d05d39","ac6a47ce-721f-45b4-80bb-d25463e4d62d","Governance Committee Member","7","https://management.nursingsociety.org/Chapter/057","Beta Lambda-at-Large Chapter","3f8e9530-f1fd-433f-b656-2c1873da6bd8"
"b6604541-7002-4040-965c-62e7c1d05d39","3ef268b2-0b68-48d5-9637-fe451b27afcf","Leadership Succession Chair","7","https://management.nursingsociety.org/Chapter/057","Beta Lambda-at-Large Chapter","3f8e9530-f1fd-433f-b656-2c1873da6bd8"
"b6604541-7002-4040-965c-62e7c1d05d39","df1f3da2-6779-4912-86e0-94abe4066157","Leadership Succession Committee Member","7","https://management.nursingsociety.org/Chapter/057","Beta Lambda-at-Large Chapter","3f8e9530-f1fd-433f-b656-2c1873da6bd8"
"b6604541-7002-4040-965c-62e7c1d05d39","522a0fe7-38d8-4466-a6be-cb924910f8cb","Secretary","7","https://management.nursingsociety.org/Chapter/057","Beta Lambda-at-Large Chapter","3f8e9530-f1fd-433f-b656-2c1873da6bd8"
"b6604541-7002-4040-965c-62e7c1d05d39","4f2e4d5b-e7fa-4b06-bb1a-130176e85574","Treasurer","7","https://management.nursingsociety.org/Chapter/057","Beta Lambda-at-Large Chapter","3f8e9530-f1fd-433f-b656-2c1873da6bd8"
"b6604541-7002-4040-965c-62e7c1d05d39","cdf31054-94dc-4a77-8f16-1242ce8dec2c","Counselor","3","https://management.nursingsociety.org/Chapter/061","Beta Omicron Chapter","93acf1c2-8cb2-4118-b558-42331f337f95"
"b6604541-7002-4040-965c-62e7c1d05d39","e4b630b7-1bba-4b59-904c-f2c9a1c04916","Vice President","2","https://management.nursingsociety.org/Chapter/062","Beta Pi Chapter","c63f9c92-7dc3-481f-ac57-03d4952ab2d1"
